db_id,entry_id,description_ru,description_en,lang,is_def,sense_group,num
sense_d2253e82,entry_dyrǧ,плоды,fruits,,0,sense_d2253e72,
sense_d2253e91,entry_dyrǧ,фрукты,,,0,sense_d2253e72,
sense_d2254e74,entry_rīvæt,полуденный отдых скота летом,midday rest of cattle in summer,,0,,
sense_d2254e126,re_d2254e119,отдыхать в полдень,rest at noon,,0,,
sense_d2254e148,re_d2254e143,место полуденного отдыха скота,place of midday rest of cattle,,0,,
sense_d2255e70,entry_mal,глубокая стоячая вода,deep standing water,,0,sense_d2255e69,
sense_d2255e79,entry_mal,"глубокое место в озере, болоте, реке","deep place in lake, swamp, river",,0,sense_d2255e69,
sense_d2255e88,entry_mal,омут,slough (in water),,0,sense_d2255e69,
sense_d2255e97,entry_mal,водная пучина,"gulf, abyss",,0,sense_d2255e69,
sense_d2256e73,entry_ændaǧd,сильный,strong,,0,sense_d2256e72,
sense_d2256e82,entry_ændaǧd,сильно,strongly,,0,sense_d2256e72,
sense_d2259e70,entry_maʒal,средство,means,,0,sense_d2259e69,
sense_d2259e79,entry_maʒal,способ,method,,0,sense_d2259e69,
sense_d2259e88,entry_maʒal,возможность,possibility,,0,sense_d2259e69,
sense_d2259e97,entry_maʒal,выход (из положения),solution (for a difficult situation),,0,sense_d2259e69,
sense_d2263e73,entry_æʒūx,постоянно,constantly,,0,sense_d2263e72,
sense_d2263e82,entry_æʒūx,все время,all the time,,0,sense_d2263e72,
sense_d2265e69,entry_ægajnæg,нетронутый,untouched,,0,,
sense_d2266e73,entry_gabaz,конечность,limb,,0,sense_d2266e72,
sense_d2266e82,entry_gabaz,рука,arm,,0,sense_d2266e72,
sense_d2268e75,entry_ma_2,еще,yet,,0,,1
sense_d2268e93,entry_ma_2,-ка,will you,,0,,2
sense_d2270e70,entry_aræn,межа,abutment,,0,sense_d2270e69,
sense_d2270e79,entry_aræn,граница,border,,0,sense_d2270e69,
sense_d2270e95,re_d2270e89,заграница,foreign land,,0,sense_d2270e94,
sense_d2270e104,re_d2270e89,за границей,abroad,,0,sense_d2270e94,
sense_d2272e77,entry_awærdyn,щадить,spare,,0,sense_d2272e76,
sense_d2272e86,entry_awærdyn,жалеть,have mercy,,0,sense_d2272e76,
sense_d2272e95,entry_awærdyn,экономить,save,,0,sense_d2272e76,
sense_d2272e110,re_d2272e105,беспощадный,merciless,,0,,
sense_d2273e72,entry_manqa6w9,сап,glanders,,0,,
sense_d2276e76,entry_nyxyn,чесать,scratch,,0,,
sense_d2277e77,entry_otid,простой,simple,,0,sense_d2277e76,
sense_d2277e86,entry_otid,просто так,just so,,0,sense_d2277e76,
sense_d2277e95,entry_otid,так себе,so-so,,0,sense_d2277e76,
sense_d2277e104,entry_otid,попусту,in vain,,0,sense_d2277e76,
sense_d2277e113,entry_otid,зря,for nothing,,0,sense_d2277e76,
sense_d2277e122,entry_otid,только,just,,0,sense_d2277e76,
sense_d2277e131,entry_otid,даже,even,,0,sense_d2277e76,
sense_d2278e70,entry_qæz,тростник,reed,,0,sense_d2278e69,
sense_d2278e79,entry_qæz,камыш,rush,,0,sense_d2278e69,
sense_d2278e98,re_d2278e89,тростниковый,reed (adj),,0,sense_d2278e97,
sense_d2278e109,re_d2278e89,деревянный,wooden,,0,sense_d2278e97,
sense_d2278e122,re_d2278e89,чашка,cup,,0,sense_d2278e97,
sense_d2278e131,re_d2278e89,миска,dish,,0,sense_d2278e97,
sense_d2279e74,entry_izazun,подымать,to lift,,0,,
sense_d2280e77,entry_ardawyn,травить,attack,,0,sense_d2280e76,
sense_d2280e86,entry_ardawyn,натравливать,pit,,0,sense_d2280e76,
sense_d2280e95,entry_ardawyn,подстрекать,provoke,,0,sense_d2280e76,
sense_d2280e104,entry_ardawyn,подговаривать,incite,,0,sense_d2280e76,
sense_d2280e113,entry_ardawyn,жаловаться,complain,,0,sense_d2280e76,
sense_d2280e122,entry_ardawyn,доносить (на кого-либо),inform (on smb),,0,sense_d2280e76,
sense_d2283e72,entry_æxx0ys,помощь,help,,0,,
sense_d2283e87,re_d2283e82,помогать,help,,0,,
sense_d2286e70,entry_ʒængæræg,колокол,bell,,0,sense_d2286e69,
sense_d2286e79,entry_ʒængæræg,колокольчик,jingle bell,,0,sense_d2286e69,
sense_d2289e72,entry_majræmy_kwaʒæn,праздник Успения,feast of Dormition,,0,,
sense_d2289e91,re_d2289e82,месяц август,the month of August,,0,,
sense_d2291e72,entry_7lxyskʼ,щипок,(a) pinch,,0,,
sense_d2291e91,re_d2291e82,щипать,to pinch,,0,,
sense_d2291e109,re_d2291e104,ущипнуть,to pinch (pfv.),,0,,
sense_d2292e75,entry_pys,пустой,empty,,0,sense_d2292e74,
sense_d2292e84,entry_pys,пустотелый,hollow,,0,sense_d2292e74,
sense_d2292e93,entry_pys,неплотный,loose,,0,sense_d2292e74,
sense_d2292e108,re_d2292e103,пустая внутри редиска,an empty radish inside,,0,,
sense_d2293e75,entry_fælǧændun,мазать,paint (v.),,0,sense_d2293e74,
sense_d2293e84,entry_fælǧændun,окрашивать,dye (v.),,0,sense_d2293e74,
sense_d2295e73,entry_fag,достаточно,enough,,0,sense_d2295e72,
sense_d2295e82,entry_fag,вдоволь,plenty,,0,sense_d2295e72,
sense_d2295e91,entry_fag,достаточный,sufficient,,0,sense_d2295e72,
sense_d2298e69,entry_æræg,поздний,late,,0,,
sense_d2301e73,entry_ʒosæ,подливка,,,0,sense_d2301e72,
sense_d2301e78,entry_ʒosæ,соус,,,0,sense_d2301e72,
sense_d2302e77,entry_fælīvyn,обманывать,deceive,,0,sense_d2302e76,
sense_d2302e86,entry_fælīvyn,изменять,cheat,,0,sense_d2302e76,
sense_d2302e110,re_d2302e104,обманщик,deceiver,,0,sense_d2302e109,
sense_d2302e119,re_d2302e104,плут,cheat,,0,sense_d2302e109,
sense_d2303e73,entry_æmxæst,скрепленный вместе,attached together,,0,sense_d2303e72,
sense_d2303e82,entry_æmxæst,спаянный,bonded,,0,sense_d2303e72,
sense_d2305e74,entry_qoppæg,плод (коробочка) альпийской лилии,fruit (box) of the alpine lily,,0,,
sense_d2305e84,entry_qoppæg,пузырь,bubble,,0,,
sense_d2305e111,re_d2305e98,пена,foam,,0,,
sense_d2305e131,re_d2305e125,с глазами как qoppæg,with eyes like qoppæg,,0,sense_d2305e130,
sense_d2305e144,re_d2305e125,с большими глазами навыкате,with big bulging eyes,,0,sense_d2305e130,
sense_d2305e153,re_d2305e125,волоокий,ox-eyed,,0,sense_d2305e130,
sense_d2306e77,entry_pīllon,бурный,stormy,,0,sense_d2306e76,
sense_d2306e86,entry_pīllon,сильный,strong,,0,sense_d2306e76,
sense_d2306e104,re_d2306e99,бурное пламя,strong flame,,0,,
sense_d2308e72,entry_æmʒærīn,сожитель,cohabitant,,0,,
sense_d2309e72,entry_cʼamalæg,"название растения, употребляемого для приправы",the name of the herb used for the seasoning,,1,,
sense_d2310e72,entry_gomori,крытая сапетка для зерна,covered grain basket,,0,,
sense_d2311e73,entry_bungard,пень,tree stump,,0,sense_d2311e72,
sense_d2311e82,entry_bungard,колода,woodblock,,0,sense_d2311e72,
sense_d2312e72,entry_byndūr,фундамент,foundation,,0,,
sense_d2312e82,entry_byndūr,домовой,house-spirit,,0,,
sense_d2316e69,entry_mærdæxsævær,погребальный ужин в день смерти покойника,funerary supper on the day of death,,0,,
sense_d2317e77,entry_æssonyn,толкать,to push,,0,sense_d2317e76,
sense_d2317e86,entry_æssonyn,проталкивать,to push through,,0,sense_d2317e76,
sense_d2317e95,entry_æssonyn,совать,to put into,,0,sense_d2317e76,
sense_d2318e72,entry_kʼembur,морда,snout,,0,,
sense_d2321e73,entry_æxxwyrst,батрак,farm hand,,0,sense_d2321e72,
sense_d2321e82,entry_æxxwyrst,наймит,hireling,,0,sense_d2321e72,
sense_d2322e73,entry_7fsæn,сошник,ploughshare bone,,0,sense_d2322e72,
sense_d2322e82,entry_7fsæn,лемех,ploughshare,,0,sense_d2322e72,
sense_d2322e109,re_d2322e104,железные ворота,iron gates,,0,,
sense_d2322e125,re_d2322e120,кузнец по железу,ironsmith,,0,,
sense_d2323e72,entry_kʼæmīsæn,висок,temple,,0,,
sense_d2324e69,entry_gocʼobi,кувшинчик,pitcher,,0,,
sense_d2325e72,entry_q0yraw,кувшин особой формы,a jug of a special shape,,0,,
sense_d2326e69,entry_maræg,убийца,murderer,,0,,
sense_d2329e69,entry_æxca,деньги,money,,0,,
sense_d2330e72,entry_cīn,радость,joy,,0,,
sense_d2330e87,re_d2330e82,радоваться,rejoice,,0,,
sense_d2330e103,re_d2330e98,радость,joy,,0,,
sense_d2331e70,entry_æǧdaw,обычай,custom,,0,sense_d2331e69,
sense_d2331e79,entry_æǧdaw,адат,adat,,0,sense_d2331e69,
sense_d2331e88,entry_æǧdaw,норма поведения,rule of conduct,,0,sense_d2331e69,
sense_d2332e72,entry_ʒylar_1,недоуздок,halter,,0,,
sense_d2333e69,entry_ba_2,поцелуй,kiss,,0,,
sense_d2333e84,re_d2333e79,целовать,kiss,,0,,
sense_d2334e73,entry_qyrmyz,пурпурно-красная краска,scarlet-red paint,,0,sense_d2334e72,
sense_d2334e82,entry_qyrmyz,кошениль,cochineal,,0,sense_d2334e72,
sense_d2336e73,entry_kʼ0yxʒy,промах,slip,,0,sense_d2336e72,
sense_d2336e82,entry_kʼ0yxʒy,неудача,misfortune,,0,sense_d2336e72,
sense_d2336e91,entry_kʼ0yxʒy,ляпсус,blunder,,0,sense_d2336e72,
sense_d2336e110,re_d2336e101,промахнулся,missed,,0,sense_d2336e109,
sense_d2336e119,re_d2336e101,"допустил ошибку, ляпсус (в игре, состязании)",made a mistake (in a game or a competition),,0,sense_d2336e109,
sense_d2338e72,entry_pʼaræ,кожица,skin,,0,sense_d2338e71,
sense_d2338e81,entry_pʼaræ,чешуя,scales,,0,sense_d2338e71,
sense_d2339e70,entry_masinæ,машина,machine,,0,sense_d2339e69,
sense_d2339e79,entry_masinæ,поезд,train,,0,sense_d2339e69,
sense_d2339e88,entry_masinæ,автомобиль,automobile,,0,sense_d2339e69,
sense_d2340e69,entry_cʼata,отруби,bran,,0,,
sense_d2341e74,entry_ginon,"верхняя часть сохи, плуга",top part of a plough,,0,,
sense_d2342e69,entry_binontæ,семья,family,,0,,
sense_d2342e79,entry_binontæ,супруга,spouse,,0,,
sense_d2343e70,entry_kʼæbæl,втулка,plug,,0,sense_d2343e69,
sense_d2343e79,entry_kʼæbæl,затычка (деревянная),(wooden) bung,,0,sense_d2343e69,
sense_d2343e88,entry_kʼæbæl,чека,pin,,0,sense_d2343e69,
sense_d2343e97,entry_kʼæbæl,катушка,spool,,0,sense_d2343e69,
sense_d2343e114,re_d2343e109,катушечные нитки,spool thread,,0,,
sense_d2343e130,re_d2343e125,чека,pin,,0,,
sense_d2344e69,entry_ʒala,осока,"sedge, Carex",,0,,
sense_d2346e73,entry_abælti,тут,here,,0,sense_d2346e72,
sense_d2346e82,entry_abælti,этими местами,through there places,,0,sense_d2346e72,
sense_d2347e72,entry_qazaq6q9,казаки,cossacks,,0,,
sense_d2347e87,re_d2347e82,казак,cossack,,0,,
sense_d2348e72,entry_fælxærst,ненормальный,abnormal,,0,sense_d2348e71,
sense_d2348e81,entry_fælxærst,тронутый,silly,,0,sense_d2348e71,
sense_d2348e90,entry_fælxærst,дурачок,,,0,sense_d2348e71,
sense_d2349e72,entry_nyxsty,в залог,as a pledge,,0,,
sense_d2349e87,re_d2349e82,оставить в залог,leave a deposit,,0,,
sense_d2350e70,entry_qellaw,качание,swinging,,0,sense_d2350e69,
sense_d2350e79,entry_qellaw,шатание,staggering,,0,sense_d2350e69,
sense_d2350e95,re_d2350e89,качаться,swing,,0,sense_d2350e94,
sense_d2350e106,re_d2350e89,слоняться,loiter,,0,sense_d2350e94,
sense_d2353e74,entry_gakkuk,кукушка,cuckoo,,0,,
sense_d2355e69,entry_kʼūlgard,большой нож,big knife,,0,,
sense_d2356e73,entry_gamxūd,волшебная шапка,magical hat,,0,sense_d2356e72,
sense_d2356e82,entry_gamxūd,шапка-невидимка,cap of invisibility,,0,sense_d2356e72,
sense_d2358e79,entry_ræcūǧyn,выбрасывать,throw away,,0,sense_d2358e78,
sense_d2358e88,entry_ræcūǧyn,выкидывать,throw out,,0,sense_d2358e78,
sense_d2358e106,re_d2358e98,выпалить в разговоре что-нибудь неуместное,blurt out something inappropriate in a conversation,,0,,
sense_d2359e74,entry_læxcoræn,водопад,waterfull,,0,,
sense_d2360e72,entry_ævdæz,омовение перед молитвой у мусульман,the Islamic procedure for cleansing parts of the body before praying,,0,,
sense_d2361e69,entry_ævddæs,семнадцать,seventeen,,0,,
sense_d2366e69,entry_mæn,меня,me,,0,,1
sense_d2366e79,entry_mæn,мой,my,,0,,2
sense_d2367e69,entry_fæzzæg,осень,autumn,,0,,
sense_d2367e85,re_d2367e79,autumn (adj.),,,0,sense_d2367e84,
sense_d2367e90,re_d2367e79,in autumn,,,0,sense_d2367e84,
sense_d2367e103,re_d2367e97,озимь,winter crop,,0,sense_d2367e102,
sense_d2367e112,re_d2367e97,озимая вспашка,immature cones,,0,sense_d2367e102,
sense_d2367e128,re_d2367e123,поздняя осень,late autumn,,0,,
sense_d2368e72,entry_kʼæbur,скалистый выступ,rocky prominence,,0,,
sense_d2369e81,entry_dyværccyg,двойной,double,,0,sense_d2369e80,
sense_d2369e90,entry_dyværccyg,"двойной плетень, внутри заполненный соломой или другим материалом","double wattle, filled with straw or other material inside",,0,sense_d2369e80,
sense_d2372e73,entry_ævvong,готовый,ready,,0,sense_d2372e72,
sense_d2372e82,entry_ævvong,достающийся без труда,easy-going,,0,sense_d2372e72,
sense_d2372e99,re_d2372e94,готовый к прыжку,ready to jump,,0,,
sense_d2372e115,re_d2372e110,дармоед,sponger,,0,,
sense_d2372e142,re_d2372e135,готовый к работе,ready for work,,0,,
sense_d2373e69,entry_bajzæddag,потомство,descendants,,0,,
sense_d2375e70,entry_cæskom,лицо,face,,0,sense_d2375e69,
sense_d2375e79,entry_cæskom,совесть,conscience,,0,sense_d2375e69,
sense_d2375e104,re_d2375e99,честный,honest,,0,,
sense_d2375e120,re_d2375e115,бессовестный,unashamed,,0,,
sense_d2376e77,entry_qarū,способности человека,human abilities,,0,sense_d2376e76,
sense_d2376e86,entry_qarū,энергия,energy,,0,sense_d2376e76,
sense_d2376e95,entry_qarū,воля,will,,0,sense_d2376e76,
sense_d2376e104,entry_qarū,сила,power,,0,sense_d2376e76,
sense_d2376e113,entry_qarū,предприимчивость,initiative,,0,sense_d2376e76,
sense_d2376e132,re_d2376e123,энергичный,energetic,,0,sense_d2376e131,
sense_d2376e143,re_d2376e123,полный силы,full of power,,0,sense_d2376e131,
sense_d2376e163,re_d2376e154,слабый,weak,,0,sense_d2376e162,
sense_d2376e174,re_d2376e154,неспособный,incapable,,0,sense_d2376e162,
sense_d2378e77,entry_cyrxyn,складывать в кучу,pile up,,0,sense_d2378e76,
sense_d2378e86,entry_cyrxyn,наваливать друг на друга (дрова и пр.),"make a pile of smth (firewood, etc.)",,0,sense_d2378e76,
sense_d2379e72,entry_cʼaldy,кухонный топор (в виде большого ножа с крючкообразно загнутым концом),chopping axe (looking like a big knife with hook-shaped bent end),,0,,
sense_d2380e72,entry_ḱī,кто,who,,0,,
sense_d2382e72,entry_q0ydaly,двухрядный ячмень,two-rowed barley,,0,,
sense_d2383e72,entry_kʼæmʒyg,репейник,burdock,,0,,
sense_d2384e72,entry_g0yrymyq,грубый,rude,,0,,
sense_d2387e72,entry_mingi6j9,маленький,small,os-x-digor,0,sense_d2387e69,
sense_d2387e81,entry_mingi6j9,мало,little,os-x-digor,0,sense_d2387e69,
sense_d2387e90,entry_mingi6j9,немного,a little bit,os-x-digor,0,sense_d2387e69,
sense_d2387e190,re_d2387e171,ein wenig,a little,,0,,
sense_d2390e69,entry_gaʒa,сука,bitch,,0,,
sense_d2390e84,re_d2390e79,волчица,she-wolf,,0,,
sense_d2391e76,entry_aǧ0yjyn,повадиться,get the habit,,0,,
sense_d2391e87,entry_aǧ0yjyn,капризничать,be capricious,,0,sense_d2391e86,
sense_d2391e96,entry_aǧ0yjyn,беситься,madden,,0,sense_d2391e86,
sense_d2391e114,re_d2391e106,бешеный,mad,,0,,
sense_d2393e72,entry_arxajyn,действовать,act,,0,sense_d2393e71,
sense_d2393e81,entry_arxajyn,стараться,try,,0,sense_d2393e71,
sense_d2393e90,entry_arxajyn,прилагать усилия,work hard,,0,sense_d2393e71,
sense_d2393e99,entry_arxajyn,трудиться,work,,0,sense_d2393e71,
sense_d2393e108,entry_arxajyn,возиться,mess around,,0,sense_d2393e71,
sense_d2396e81,entry_qabaǧ,аул,aul,,0,sense_d2396e72,
sense_d2396e91,entry_qabaǧ,хутор,farmstead,,0,sense_d2396e72,
sense_d2397e73,entry_qolo,конский щавель,Russian dock,,0,sense_d2397e72,
sense_d2397e82,entry_qolo,Rumex crispus,Rumex crispus,,0,sense_d2397e72,
sense_d2399e77,entry_domyn,укрощать,tame,,0,sense_d2399e76,
sense_d2399e86,entry_domyn,изнурять,exhaust,,0,sense_d2399e76,
sense_d2399e95,entry_domyn,требовать,demand,,0,sense_d2399e76,
sense_d2399e111,re_d2399e105,измучить,torment,,0,sense_d2399e110,
sense_d2399e120,re_d2399e105,изнурить,exhaust,,0,sense_d2399e110,
sense_d2399e136,re_d2399e131,потребовать,demand,,0,,
sense_d2401e72,entry_qærmædon,теплый минеральный источник,warm mineral spring,,0,,
sense_d2402e75,entry_mæg0yræg,бедняга,poor fellow,,0,sense_d2402e74,
sense_d2402e84,entry_mæg0yræg,несчастный,miserable one,,0,sense_d2402e74,
sense_d2403e77,entry_ozer,гуляние,walk,os-x-digor,0,sense_d2403e76,
sense_d2403e86,entry_ozer,блуждание,wandering,os-x-digor,0,sense_d2403e76,
sense_d2403e102,re_d2403e96,гулять,go for a walk,,0,sense_d2403e101,
sense_d2403e111,re_d2403e96,бродить,wander,,0,sense_d2403e101,
sense_d2403e120,re_d2403e96,блуждать,rove,,0,sense_d2403e101,
sense_d2405e70,entry_aǧommæ,раньше,before,,0,sense_d2405e69,
sense_d2405e79,entry_aǧommæ,прежде,formerly,,0,sense_d2405e69,
sense_d2405e88,entry_aǧommæ,до,before,,0,sense_d2405e69,
sense_d2407e72,entry_rūxs,свет,light (n.),,0,,
sense_d2407e82,entry_rūxs,светлый,light (adj.),,0,,
sense_d2407e100,re_d2407e92,светить,shine (v.),,0,,
sense_d2407e122,re_d2407e114,способность зрения,ability of sight,,0,,
sense_d2407e152,re_d2407e143,свет моих очей,the light of my eyes,,0,,
sense_d2407e249,re_d2407e244,"напутствовать покойника, произнося (см.) и посвящая ему яства путем окропления их аракой, вином","say goodbye to the deceased, saying and dedicating viands to him by sprinkling them with wine",,0,,
sense_d2409e72,entry_fes,счастье,happiness,,0,,
sense_d2409e87,re_d2409e82,счастливый,happy,,0,,
sense_d2411e72,entry_nīk0ydæm,никуда,to nowhere,,0,,
sense_d2413e76,entry_7fsædyn,насыщаться,become sated,,0,,
sense_d2413e92,re_d2413e86,сытый жизнью,satisfied with life,,0,sense_d2413e91,
sense_d2413e101,re_d2413e86,живущий в полном довольстве,fully satisfied,,0,sense_d2413e91,
sense_d2416e73,entry_ninæǧ,малина,raspberry,,0,sense_d2416e72,
sense_d2416e82,entry_ninæǧ,Rubus idaeus,Rubus idaeus,,0,sense_d2416e72,
sense_d2418e69,entry_ænærcæf,"не терпящий обиды, оскорбления","intolerant of offense, insult",,0,,
sense_d2419e73,entry_gūppar,комок,lump,,0,sense_d2419e72,
sense_d2419e82,entry_gūppar,куча,pile,,0,sense_d2419e72,
sense_d2427e72,entry_kʼūxdaræn,перстень,ring,,0,,
sense_d2428e72,entry_fatqæd,граб,hornbeam,,0,,
sense_d2429e73,entry_qæne,подсолнух,sunflower,,0,sense_d2429e72,
sense_d2429e82,entry_qæne,Helianthus annuus,Helianthus annuus,,0,sense_d2429e72,
sense_d2429e95,entry_qæne,"растение, из которого добывают красную краску",the plant from which red paint is extracted,,0,sense_d2429e72,
sense_d2430e72,entry_kæstærīwæg,прислуживание младшего старшим согласно обычаю,serving of the youngest one to the eldest ones according to tradition,,0,,
sense_d2431e70,entry_cong,рука (le bras),arm,,0,sense_d2431e69,
sense_d2431e79,entry_cong,ветвь,branch,,0,sense_d2431e69,
sense_d2431e107,re_d2431e99,безрукий,armless,os-x-digor,0,sense_d2431e104,
sense_d2431e116,re_d2431e99,калека,cripple,os-x-digor,0,sense_d2431e104,
sense_d2431e132,re_d2431e127,браслет,bracelet,,0,,
sense_d2431e148,re_d2431e143,запястье,wrist,,0,,
sense_d2432e72,entry_mystaxsæn,мышеловка,mousetrap,,0,,
sense_d2434e73,entry_nyv,изображение,image,,0,sense_d2434e72,1
sense_d2434e82,entry_nyv,рисунок,picture,,0,sense_d2434e72,1
sense_d2434e91,entry_nyv,картина,painting,,0,sense_d2434e72,1
sense_d2434e100,entry_nyv,образ,,,0,sense_d2434e72,1
sense_d2434e192,entry_nyv,счастье,happiness,,0,sense_d2434e191,2
sense_d2434e201,entry_nyv,доля,lot,,0,sense_d2434e191,2
sense_d2434e210,entry_nyv,судьба,fate,,0,sense_d2434e191,2
sense_d2434e112,re_d2434e105,художник,artist,,0,,
sense_d2434e132,re_d2434e124,расшитый узорами,embroided with ornaments,,0,sense_d2434e131,
sense_d2434e143,re_d2434e124,вышитый,embroidered,,0,sense_d2434e131,
sense_d2434e152,re_d2434e124,узорчатый,patterned,,0,sense_d2434e131,
sense_d2434e161,re_d2434e124,инкрустированный,encrusted,,0,sense_d2434e131,
sense_d2434e170,re_d2434e124,орнаментированный,ornamented,,0,sense_d2434e131,
sense_d2434e225,re_d2434e219,счастливый,happy,,0,,
sense_d2434e271,re_d2434e264,образ,image,,0,sense_d2434e270,
sense_d2434e282,re_d2434e264,изображение’,picture,,0,sense_d2434e270,
sense_d2434e307,re_d2434e292,писать портрет,paint a portrait,,0,sense_d2434e306,
sense_d2434e318,re_d2434e292,фотографировать,take a photo,,0,sense_d2434e306,
sense_d2441e70,entry_kæsæg,кабардинцы,Kabardians,,0,sense_d2441e69,
sense_d2441e79,entry_kæsæg,кабардинский народ и страна,Kabardian people and country,,0,sense_d2441e69,
sense_d2441e95,re_d2441e89,кабардинский,Kabardian (adj.),,0,sense_d2441e94,
sense_d2441e104,re_d2441e89,кабардинец,Kabardian (person),,0,sense_d2441e94,
sense_d2443e75,entry_dīx,часть,part,,0,sense_d2443e74,
sense_d2443e84,entry_dīx,кусок,slice,,0,sense_d2443e74,
sense_d2443e100,re_d2443e95,делить на части,divide,,0,,
sense_d2443e116,re_d2443e111,(отрезанный) кусок,(cut) piece,,0,,
sense_d2443e139,re_d2443e134,две части,two parts,,0,,
sense_d2443e155,re_d2443e150,три части,three parts,,0,,
sense_d2443e180,re_d2443e173,раздел,division,,0,,
sense_d2447e72,entry_7fsonʒ,ярмо,yoke,,0,,
sense_d2449e73,entry_būtʼro,"дуплистое, гнилое дерево","hollow, rotten tree",,0,sense_d2449e72,
sense_d2449e82,entry_būtʼro,трухлявый,rotten,,0,sense_d2449e72,
sense_d2450e72,entry_dūrvætkʼ0y,боярышник,thornapple,,0,,
sense_d2451e79,entry_axidd,частый,frequent,,0,sense_d2451e78,
sense_d2451e88,entry_axidd,обильный,abundant,,0,sense_d2451e78,
sense_d2451e97,entry_axidd,импонирующий,impressive,,0,sense_d2451e78,
sense_d2451e106,entry_axidd,часто,often,,0,sense_d2451e78,
sense_d2452e73,entry_godoræ,корзинка для хранения зерна,grain storage basket,,0,sense_d2452e72,
sense_d2452e82,entry_godoræ,сапетка,,,0,sense_d2452e72,
sense_d2454e72,entry_aquz,утренний или вечерний прохладный ветер,morning or evening cool wind,,0,,
sense_d2457e72,entry_færsk,ребро,rib,,0,,
sense_d2457e134,re_d2457e126,ребра (вертикальные планки) арбы,ribs (vertical planks) of a bullock-cart,,0,,
sense_d2458e73,entry_ænʒyg,скорченный,writhed,,0,sense_d2458e72,
sense_d2458e82,entry_ænʒyg,сведенный,grown numb,,0,sense_d2458e72,
sense_d2460e70,entry_kæron,конец,end,,0,sense_d2460e69,
sense_d2460e79,entry_kæron,край,border,,0,sense_d2460e69,
sense_d2460e94,re_d2460e89,с краю,outside,,0,,
sense_d2460e126,re_d2460e121,опушка леса,forest edge,,0,,
sense_d2460e142,re_d2460e137,край села,village edge,,0,,
sense_d2460e158,re_d2460e153,близко,nearby,,0,,
sense_d2460e195,re_d2460e188,горизонт,horizon,,0,,
sense_d2461e73,entry_kivzu,низкорослый,undersized,,0,sense_d2461e72,
sense_d2461e82,entry_kivzu,карлик,dwarf,,0,sense_d2461e72,
sense_d2464e72,entry_dyrys,точный,accurate,,0,,
sense_d2466e72,entry_astym,поросшая низкой травой или мхом (прибрежная) почва,overgrown with low grass or moss (coastal) soil,,0,,
sense_d2467e71,entry_Nartæ,Нарты,the Narts,,0,,
sense_d2467e81,entry_Nartæ,общее коллективное наименование героев осетинского эпоса,general collective name for heroes of the Nart epics,,1,,
sense_d2467e92,re_d2467e87,нартовский,Nartish,,0,,
sense_d2468e69,entry_cæmæn,почему,why,,0,,
sense_d2469e77,entry_ægajtyma,хорошо,well,,0,sense_d2469e76,
sense_d2469e86,entry_ægajtyma,слава Богу,thank God,,0,sense_d2469e76,
sense_d2471e70,entry_fæstæ_1,за,behind,,0,sense_d2471e69,
sense_d2471e79,entry_fæstæ_1,позади,after,,0,sense_d2471e69,
sense_d2471e88,entry_fæstæ_1,после,,,0,sense_d2471e69,
sense_d2475e72,entry_donʒon,мочевой канал,urethra,,0,,
sense_d2481e73,entry_fark,лопасть,blade,,0,sense_d2481e72,
sense_d2481e90,entry_fark,дощечка,small plank,,0,sense_d2481e72,
sense_d2481e99,entry_fark,кусок,piece,,0,sense_d2481e72,
sense_d2481e108,entry_fark,осколок,fragment,,0,sense_d2481e72,
sense_d2485e73,entry_æddæ,снаружи,outside,,0,sense_d2485e72,
sense_d2485e82,entry_æddæ,вне,out,,0,sense_d2485e72,
sense_d2485e108,re_d2485e100,внешний,external,,0,,
sense_d2485e127,re_d2485e119,чужой,alien,,0,,
sense_d2485e147,re_d2485e138,снаружи,outside,,0,,
sense_d2485e166,re_d2485e159,снаружи,outside,,0,,
sense_d2485e185,re_d2485e177,наружу,outward,,0,,
sense_d2485e214,re_d2485e206,выдворять,expel,,0,,
sense_d2485e239,re_d2485e234,выйти,quit,,0,,
sense_d2485e469,re_d2485e464,этаж,,,0,,
sense_d2487e69,entry_kældʒag,развалины,ruins,,0,,
sense_d2489e75,entry_ændysnæg,ломота,"rheumatic pain, (ache)",,0,sense_d2489e74,
sense_d2489e84,entry_ændysnæg,ревматизм,rheumatism,,0,sense_d2489e74,
sense_d2490e73,entry_kʼ0yrf,впалый,hollow,,0,sense_d2490e72,
sense_d2490e82,entry_kʼ0yrf,глубокий,deep,,0,sense_d2490e72,
sense_d2490e97,re_d2490e92,со впалыми глазами,with sunken eyes,,0,,
sense_d2490e113,re_d2490e108,глубокая тарелка,deep plate,,0,,
sense_d2490e130,re_d2490e125,глазная впадина,eye-hole,,0,,
sense_d2491e77,entry_cæwyn,идти,go,,0,sense_cæwyn.1,1
sense_d2491e86,entry_cæwyn,ехать,,,0,sense_cæwyn.1,1
sense_d2491e93,entry_cæwyn,слышаться,be heard,,0,sense_cæwyn.2,2
sense_d2491e102,entry_cæwyn,раздаваться,sound,,0,sense_cæwyn.2,2
sense_cæwyn.3,entry_cæwyn,получаться,result,,0,,3
sense_cæwyn.4,entry_cæwyn,вмещаться,contain,,0,,4
sense_cæwyn.5,entry_cæwyn,сходить’ (о пятнах и т. п.),come out,,0,,5
