db_id,entry_id,example_group,lang,num,text,tr_ru,tr_en
example_d2614e112,entry_ciǧæwagæ,exampleGrp_d2614e92,,,"omi alkæmændær æ tillæg, æ ciǧæwagæ xwærzæfsnajd baǧæwagi bonmæ",там у каждого (припасено) зерна и всего необходимого на черный день (на день нужды),there everyone (stored) grain and everything necessary for a rainy day (for a day of need)
example_d2615e93,entry_kæsæn,exampleGrp_d2615e91,,,calynmæ mæ cæst toppy kæsæn axsa…,пока мой глаз будет ловить мушку ружья…,while my eye is cathing a gun’s foresight …
example_d2618e112,entry_oǧ0yr6syʒ9,exampleGrp_d2618e110,,,amælʒystæm max dær æmæ cy bazzajgæn næ fæstæ ne ʽnamond æmæ næ oǧ˳yry kojy æddæmæ?,"умрем и мы, что останется после нас, кроме молвы о нашей незадачливости и бесталанности","we will also die, what will remain after us, except the rumor about our lucklessness and lack of talent?"
example_d2618e131,entry_oǧ0yr6syʒ9,exampleGrp_d2618e110,,,oǧ˳yr wydtæn ūj æddæmæ cæwylnæ nybbarston?,"несчастный я был, а не то почему бы мне не простить (оскорбление)?","I was unhappy, otherwise why wouldn’t I forgive (the insult)?"
example_d2618e154,entry_oǧ0yr6syʒ9,exampleGrp_d2618e110,os-x-digor,,"aci bon cʼew tæxæg dær ku næbal e, cidær oǧursuz bon iskodta","сегодня и птица нигде не пролетит, какой-то несчастный день выдался","today, the bird will not fly anywhere, some kind of miserable day turned out"
example_d2620e93,entry_cʼax,exampleGrp_d2620e91,,,"xalonæn jæ læppyn amardī, æmæ jyl cʼaxty ta kæwyn kodta","у вороны умер птенец, а грачей она заставляла его оплакивать","a crow's chick died, and it made rooks mourn over it"
example_d2620e112,entry_cʼax,exampleGrp_d2620e91,os-x-digor,,"zumægon cʼewtæ æncæ; xalon, cʼax, bælæw, ǧædkwær, ʒæǧinʒæg, sunt æma ændærtæ","зимние птицы суть: ворона, галка, голубь, дятел, сорока, ворон и др","winter birds are: crow, jackdaw, pigeon, woodpecker, magpie, raven, etc."
example_d2620e134,entry_cʼax,exampleGrp_d2620e91,os-x-digor,,cʼaxtæ teǧtæj lædaruncæ,галки с обрывов вопят %i(?)%i,jackdaws are screaming on the cliffs
example_d2620e156,entry_cʼax,exampleGrp_d2620e91,os-x-digor,,ærtaxtæncæ cʼaxtæ; xumæ kænun rajdædtoncæ,прилетали грачи; началась пахота,rooks flew in; the hunting began
example_d2621e91,entry_æxcul,exampleGrp_d2621e89,,,"æxcul, taveʒægænagæ e adtæj mænbæl",она была ко мне привязана и ласкова,she was attached to me and gentle
example_d2621e110,entry_æxcul,exampleGrp_d2621e89,,,Digoræ iwazægbæl æxcul æncæ,дигорцы рады гостю,the Digors are happy to welcome a guest
example_d2621e125,entry_æxcul,exampleGrp_d2621e89,,,iron adæm kiriston dinbæl nʽ æncæ qæbær æxcul,осетинский народ привержен не очень к христианской вере,Ossetic people are not very attached to the Christian faith
example_d2621e140,entry_æxcul,exampleGrp_d2621e89,,,… æxcul kud wa ʒeʒebæl,… чтобы она была привязана к (материнской) груди,… so that she was attached to mother's breast
example_d2622e143,entry_qast_2,exampleGrp_d2622e141,,,"qast kodta, qyllist kodta","он жаловался, он визжал","he complained, he screamed"
example_d2622e164,entry_qast_2,exampleGrp_d2622e141,,,"Babale myn īw bon k˳yrojy qæstytæ kodta, mæ fyd, dam mæ ævzær rasyggænag Qazijæn dæddy","Бабале мне однажды жаловалась на мельнице, мой отец, говорит, отдает меня за дурного пьяницу Кази""","Babale once complained to me at the mill, my father, he says, marries me to a bad drunkard Kazi"
example_d2622e187,entry_qast_2,exampleGrp_d2622e141,,,ældary fyrt kæwgæ sæ xæʒarmæ bacyd æmæ jæ fydæn raqast kodta,сын алдара плача пришел к себе домой и пожаловался отцу,the ældar’s son came crying to his house and complained to his father
example_d2622e210,entry_qast_2,exampleGrp_d2622e141,,,kædæm cæwys mæg˳yr læg? — X˳ycawmæ qæstmæ cæwyn,"куда идешь, бедный человек? — иду с жалобой к Богу","where are you going, poor man? — I’m going to God with a complaint"
example_d2622e233,entry_qast_2,exampleGrp_d2622e141,,,tærxondonmæ dyl qast bacyd,на тебя поступила жалоба в суд,a complaint has been filed against you in court
example_d2622e252,entry_qast_2,exampleGrp_d2622e141,os-x-digor,,Slanbeg raǧast kænʒænæj Dugejæn,Сланбег пожалуется Дуге,Slanbeg will complain to Duga
example_d2624e107,entry_ræsyjyn,exampleGrp_d2624e105,,,cʼyfæj nyrræsyd,от грязи он распух,he is swallen because of dirt
example_d2624e134,entry_ræsyjyn,exampleGrp_d2624e105,,,bonæj bonmæ ʒīʒī… ræsyjyn bajdydta… kʼūtūjy as nyrræsyd,"день ото дня грудь стала пухнуть, распухла величиной в kʼūtū","day by day, the chest began to swell, they swelled the size of a kʼūtū"
example_d2624e167,entry_ræsyjyn,exampleGrp_d2624e105,,,"Xosro, īw ræsydg˳ybyn læg, jæ razmæ ærbawad","Хосро, мужчина с пухлым брюхом, подбежал к нему","Hosro, a man with a plump belly, ran up to him"
example_d2624e192,entry_ræsyjyn,exampleGrp_d2624e105,,,xærīsæn jæ xīx færæsyd,у ивы набухли почки,willow buds have swollen
example_d2627e94,entry_qūsxos,exampleGrp_d2627e92,,,Xarʒin jæ dambacajy qūsxosmæ zyng nyddardta,Хардзин приложил огонь к запальному пороху пистолета,Hardzin applied fire to the ignition powder of the pistol
example_d2629e92,entry_pax0ympar,exampleGrp_d2629e90,,,"Isaja pax˳ympar kæmæj zaǧta, ūj ū","он тот, о котором сказал пророк Исаия",For this is he that was spoken of by the prophet Esaias
example_d2629e118,entry_pax0ympar,exampleGrp_d2629e90,,,ældar ʒyrd radta… Ḱabæmæ kæj fæcæwgæn cæmæj ʒy basgara Mæxæmæty zæppaʒ æmæ ʒy rakūra Pex˳ymparæj ūdy bæstæ jæ mard æfsīnæn,"алдар дал обет, что он отправится к Каабе, чтобы посетить склеп Магомета и испросить у Пророка (райское) место для души своей покойной хозяйки",Aldar vowed that he would go to the Kaaba to visit the tomb of Mohammed and ask the Prophet for a (paradise) place for the soul of his deceased mistress
example_d2629e141,entry_pax0ympar,exampleGrp_d2629e90,,,"kūvynmæ pax˳ympar, nwæztæn nærton wæjyg","в молитве (он был искусен) как пророк, в бражничестве — как нартовский великан","in prayer (he was skilled) as a prophet, in carousing — as a Nart giant"
example_d2629e164,entry_pax0ympar,exampleGrp_d2629e90,,,"sæ pax˳ympar Mæxæmætæn ūstytæ cas wydī, næ zonys?","ты не знаешь, сколько было жен у их пророка Магомета?",do you know how many wives their prophet Mohammed had?
example_d2629e187,entry_pax0ympar,exampleGrp_d2629e90,os-x-digor,,…maxæn ba… Mæxæmæt paxampar,(мулла говорит): …у нас же — пророк Магомет,(mullah says): …we have the Prophet Mohammed
example_d2629e214,entry_pax0ympar,exampleGrp_d2629e90,os-x-digor,,eci xonxi cori ragi cardæj ew Xucawi warzon paxompar,возле той горы жил давно один любимый Богом пророк,near that mountain there lived for a long time a prophet beloved by God
example_d2630e112,entry_qompal,exampleGrp_d2630e110,,,"ʒyllætæ qompal kænync mydybynʒytaw, bæstæ zmælæg yssī","массы людей снуют в беспорядке, как пчелы, все пришло в движение","the masses of people are scurrying around in disorder like bees, everything is in motion"
example_d2630e135,entry_qompal,exampleGrp_d2630e110,,,adæm qompal kænync wyngty,люди в суматохе носятся по улицам,people are running around the streets in turmoil
example_d2630e158,entry_qompal,exampleGrp_d2630e110,,,fæjjaw… badty adæmmæ rūʒyngæj ærxawdta; adæm ysqompal sty,пастух… свалился из окна на заседавших людей; народ всполошился,the shepherd… he fell out of the window on the people having a meeting; the people were alarmed
example_d2631e273,entry_q0ydy,exampleGrp_d2631e271,,,Azawy særy fonʒyssæʒ q˳ydyjy alenḱytæ kodta,в голове Азау пронеслась (проплыла) сотня мыслей,a hundred thoughts flashed (floated) through Azaw’s head
example_d2631e300,entry_q0ydy,exampleGrp_d2631e271,,,Zælda xūrmæ sbadtī æmæ q˳ydytæ kodta,Залда села на солнышке и предавалась (своим) думам,Zalda sat down in the sun and indulged in (her) thoughts
example_d2631e323,entry_q0ydy,exampleGrp_d2631e271,,,mæxī nymæry q˳ydy kænyn,я думаю про себя,I am thinking to myself
example_d2631e346,entry_q0ydy,exampleGrp_d2631e271,,,aly bon raq˳ydy-baq˳ydy kænæm næ zærond lægīmæ,каждый день мы раздумываем так и этак с нашим стариком,every day we think this way and that with our old man
example_d2631e369,entry_q0ydy,exampleGrp_d2631e271,,,"q˳ydytæ bajdydta Q˳ydajnat, katæjttæ","Кудайнат стал размышлять, раздумывать","Kudainat began to think, to ponder"
example_d2631e393,entry_q0ydy,exampleGrp_d2631e271,,,noǵy næ q˳ydy kænūt fonʒ kærʒyny fonʒ min adæjmagæn?..,еще ли не помните о пяти хлебах на пять тысяч человек?..,"Do ye not yet understand, neither remember the five loaves of the five thousand…"
example_d2631e419,entry_q0ydy,exampleGrp_d2631e271,,,q˳ydy ma jæ kænyn…,я еще помню…,I still remember…
example_d2631e437,entry_q0ydy,exampleGrp_d2631e271,,,ældar q˳yvǧanīmæ īwvarsmæ jæxī q˳ydyjæ acyd,алдар пошел с кумганом в сторону по своей нужде,aldar went with kumgan to the side according to his need
example_d2631e463,entry_q0ydy,exampleGrp_d2631e271,,,nīcy ærq˳ydy kodtaj?,ничего ты не придумал?,didn’t you come up with anything?
example_d2631e481,entry_q0ydy,exampleGrp_d2631e271,os-x-digor,,oj ǧudi kæntæ,помните об этом,remember this
example_d2631e510,entry_q0ydy,exampleGrp_d2631e271,,,q˳ydy dær næ kæny,и в ус не дует,he does not care a straw
example_d2634e91,entry_komʒag,exampleGrp_d2634e89,,,"card bongaj, xærd komʒaggaj","жизнь — по дням, пища — по кускам","life is by days, food is by pieces"
example_d2634e110,entry_komʒag,exampleGrp_d2634e89,,,īw komzag sæ nīḱī xæssy jæ ʒyxmæ,ни одного куска никто из них не подносит ко рту,none of them brings a single piece to his mouth
example_d2634e129,entry_komʒag,exampleGrp_d2634e89,,,"axær ma ʒy, axær, akomʒag ʒy kæn","поешь его (хлеба), поешь, откуси","eat it (some bread), eat, take a bite"
example_d2634e148,entry_komʒag,exampleGrp_d2634e89,,,Azaw fydy komʒag jæ ʒyxy bakodta,Азау взяла в рот кусок мяса,Azau put a piece of meat in her mouth
example_d2637e91,entry_gænæn,exampleGrp_d2637e89,,,gænæn næj,нет возможности,it is impossible
example_d2637e106,entry_gænæn,exampleGrp_d2637e89,,,cy gænæn ma jyn wyd?,что ему оставалось делать?,what could he do?
example_d2641e98,entry_dærkʼ,exampleGrp_d2641e96,,,dærkʼæj zad qūg,"корова, отелившаяся преждевременно (будучи еще телкой)",a cow that calves prematurely (still being a calf)
example_d2641e113,entry_dærkʼ,exampleGrp_d2641e96,os-x-digor,,"dælæ i kom sirdæj bajʒag æj, du ba dærkʼi koji bacudtæ","вон внизу ущелье полно дичи, а ты занялся (каким-то) козленком","there is a gorge full of wild fowl below, and you busied yourself with a goat"
example_d2641e135,entry_dærkʼ,exampleGrp_d2641e96,os-x-digor,,"sæǧæ duwwæ nizzadæj; Dæbol si dærkʼæ ranimaxsta, æxwædægga isræwonæ kodta, ewriæg nizzadæj, zæǧgæ","коза родила двойню; Дабол из них одного козленка утаил, а сам представил дело так, будто она родила одного","the goat gave birth to twins; Dabol hid one goatling, and presented the case as if it gave birth to one"
example_d2641e157,entry_dærkʼ,exampleGrp_d2641e96,os-x-digor,,duwwæ sæǧi am dærkʼæ… mænæwi xezuncæ,две козы и козленок пасутся в пшенице,two goats and a goatling are grazing in the wheat
example_d2641e179,entry_dærkʼ,exampleGrp_d2641e96,os-x-digor,,xevast dærkʼitæ duwwemæj dær donmæ nixxawdtoncæ,упрямые козлята вдвоем упали в воду,stubborn goatlings fell into the water together
example_d2641e202,entry_dærkʼ,exampleGrp_d2641e96,os-x-digor,,dærkʼʒaræj æ xodæ,из шкуры козленка его шапка,his hat is made of goatling skin
example_d2643e123,entry_ævdīsæn,exampleGrp_d2643e121,,,noztyl ævdīsæn bakodton,я зарекся пить,I have pledged to give up smoking
example_d2643e138,entry_ævdīsæn,exampleGrp_d2643e121,,,rūvas ævdīsænæn jæ dymæg ærkodta,лиса в свидетели выставила свой хвост,A fox anounced that its tail would be a witness
example_d2643e157,entry_ævdīsæn,exampleGrp_d2643e121,,,"(ḱyzg) jæxī fændonæj acæwid, æmæ jyl wæd ta jæ mad æmæ jæ fyd ævdīsæn kænync","пошла бы (девушка) по своей воле (замуж), но тогда мать и отец отрекаются от нее",a girl would marry someone of her own will but then her mother and father repudiate her
example_d2643e176,entry_ævdīsæn,exampleGrp_d2643e121,,,æppæt adæmtæn ævdīsænæn,во свидетельство всем народам,in all the world for a witness unto all nations
example_d2643e195,entry_ævdīsæn,exampleGrp_d2643e121,,,dywwæ mæng ævdīsæny ærbacyd,пришли два лжесвидетеля,many false witnesses came
example_d2643e215,entry_ævdīsæn,exampleGrp_d2643e121,os-x-digor,,dælæ nadbæl duwwæ cirtʒævæni sæ ævdesæn,вон внизу у дороги два надмогильных столба тому свидетели,there down the road two grave pillars are witnesses of this
example_d2643e237,entry_ævdīsæn,exampleGrp_d2643e121,os-x-digor,,araq kænunbæl ku bavdesæn kænioncæ…,если бы они зареклись делать араку…,if only they pledged to give up making araka
example_d2650e216,entry_qæn,exampleGrp_d2650e214,,,dūryn fæqæn,кувшин получил трещину (полом),The jug got cracked
example_d2650e234,entry_qæn,exampleGrp_d2650e214,,,næ k˳ysty nyrma bīræ qæntæ īs,в нашей работе пока много недочетов,there are a lot of shortcomings in our work so far
example_d2650e252,entry_qæn,exampleGrp_d2650e214,os-x-digor,,æ cængti luxi ǧæntæ isʒæbæx æncæ,раны на ее отрубленных руках зажили,the wounds on her severed hands have healed
example_d2651e226,entry_rox_2,exampleGrp_d2651e224,,,uj fæstæ ferox wyʒynæn,после этого я буду забыт,after that I will be forgotten
example_d2651e251,entry_rox_2,exampleGrp_d2651e224,,,"rajsom mæ cæstængas ferox kænʒynæ, ferox kænʒynæ īnnæbon mæ nom","завтра ты забудешь мой взгляд (облик), забудешь послезавтра мое имя","tomorrow you will forget my look (appearance), you will forget my name the day after tomorrow"
example_d2651e351,entry_rox_2,exampleGrp_d2651e224,,,X˳ycawy tyxxæj ferox mæ kæn,ради Бога забудь меня,for God’s sake forget me
example_d2651e376,entry_rox_2,exampleGrp_d2651e224,,,mæ xæstæǵytæj ferox dæn,мои родственники забыли меня,my relatives have forgotten me
example_d2651e401,entry_rox_2,exampleGrp_d2651e224,,,"æz ægas dæn, ūj dæ rox ma wæd","я жив, не забывай об этом","I am alive, do not forget that"
example_d2651e426,entry_rox_2,exampleGrp_d2651e224,,,"wæ fyd wyn cy zaǧta, ūj ferox kodtat, cy?","что вы, забыли, что сказал вам отец?",have you forgotten what your father told you?
example_d2651e451,entry_rox_2,exampleGrp_d2651e224,,,mærdy rox myl k˳yd baxæcyd!,как нашло на меня мертвое забвение!,suddenly a complete oblivion came over me!
example_d2651e476,entry_rox_2,exampleGrp_d2651e224,os-x-digor,,"ci fækkodtaj næ fars, ba-ʽj-nimaxstaj, ævi baironx dæ? — næ baironx dæn, ba-ʽj-nimaxston kiri","куда ты дел наш (бараний) бок, спрятал его, или забыл? — не забыл, спрятал его в сундук","where did you put our side (of the ram), have you hidden it, or have you forgotten? — I have not forgotten, I hid it in the trunk"
example_d2651e507,entry_rox_2,exampleGrp_d2651e224,os-x-digor,,"cotæ, fal mæ ma feronx kæntæ","идите, но не забывайте меня","go, but do not forget me"
example_d2651e538,entry_rox_2,exampleGrp_d2651e224,os-x-digor,,… ma næ fæstagontæ ne ʽronx kænoncæ,… чтобы потомки нас не забывали,… so that our descendants do not forget us
example_d2651e569,entry_rox_2,exampleGrp_d2651e224,os-x-digor,,neci mi bajronx æj,я ничего не забыл,I have not forgotten anything
example_d2651e600,entry_rox_2,exampleGrp_d2651e224,os-x-digor,,mæ ʒubanditæ ba ma feronx wo!,не забудь мои слова!,do not forget my words!
example_d2651e631,entry_rox_2,exampleGrp_d2651e224,os-x-digor,,Digizaj fæsvæd ironxi niwwaǧtaj,ты оставил Дигизу в стороне в забвении,You left Digiza aside in oblivion
example_d2651e659,entry_rox_2,exampleGrp_d2651e224,os-x-digor,,mæ kavdi radæ med ǧazdæ cæmæn bajzajuj ironxi?,почему моя очередь плясать во время танцев остается забытой?,why does my turn to dance remain forgotten?
example_d2654e80,entry_8atæ_1,exampleGrp_d2654e78,,,"acu, mæ cæst dæ k˳yd næ wyna aftæ; atæ ʽppæt bællæxtæ dæw tyxxæj ærcyd","убирайся, чтобы глаз мой тебя не видел; все эти беды случились из-за тебя",get away so that my eye cannot see you; all these troubles happened because of you
example_d2654e99,entry_8atæ_1,exampleGrp_d2654e78,os-x-digor,,atæ fons næ ʽncæ,это — не скот,this is not cattle
example_d2654e121,entry_8atæ_1,exampleGrp_d2654e78,,,atæ adæmæn næ bæzzuncæ,эти не годятся для людей,these are not suitable for people
example_d2657e112,entry_ǧulæg,exampleGrp_d2657e110,,,mæ fæwindæ din otæ ǧulæg adtæj…,мой вид тебя настолько огорчил…,my look upset you so much…
example_d2657e131,entry_ǧulæg,exampleGrp_d2657e110,,,"ǧulæg din ku wa, wæddær din bafærazʒænæn…","если даже тебе будет обидно, все же я осмелюсь…","even if it offends you, I will, nonetheless, dare…"
example_d2657e150,entry_ǧulæg,exampleGrp_d2657e110,,,"ǧulæg din ma wæd, mæ ʒæbæx fusun","да не будет тебе обидно, мой славный хозяин","let it not be offensive to you, my good master"
example_d2661e80,entry_ḱʼyrttym,exampleGrp_d2661e78,,,ḱʼyrttym — būr æmæ zarag cʼīw,%sḱʼyrttym%s — желтая и певучая птичка,%sḱʼyrttym%s is a yellow and melodious bird
example_d2661e95,entry_ḱʼyrttym,exampleGrp_d2661e78,os-x-digor,,"kʼirttun — ǧolon marǧ, saw ǧædi ew bælasæj īnnemæ rattæx-battæx kænuj","%skʼirttun%s — пестрая птица, в чернолесье порхает с одного дерева на другое","%skʼirttun%s is a motley bird, it flutters from one tree to another in broad-leaved forest"
example_d2665e122,entry_būc,exampleGrp_d2665e120,,,būc qæbūl dæm ʒūry,нежное дитятко зовет тебя,a tender baby is calling you
example_d2665e141,entry_būc,exampleGrp_d2665e120,,,būc xærīnagæn yn — kas,изысканной пищей ему (будет) каша,porridge will be his gourmet food
example_d2665e160,entry_būc,exampleGrp_d2665e120,,,sæ wazæǵy ysbūc kodtoj,"к своему гостю отнеслись с изысканной любезностью, вниманием","their guest was treated with exquisite courtesy, attention"
example_d2665e175,entry_būc,exampleGrp_d2665e120,,,"būmbūlijæ x˳yssæn yskodtoj se ʽsxæssæg gaʒajæn, būc æj dardtoj","пуховую постель приготовили для вскормившей их суки, держали ее в холе","a downy bed was prepared for the she-dog that fed them, it was kept in the hall"
example_d2665e194,entry_būc,exampleGrp_d2665e120,,,"jæxīcæj nybbūc ϊ""остался доволен собой"",""[he] remained pleased with himself""",возомнил о себе,[he] was full of himself
example_d2665e215,entry_būc,exampleGrp_d2665e120,,,rævdudton æj suvællonaw mæ mednimær ægær boc,"я лелеял ее в душе, как ребенка, слишком нежно","I cherished her in my heart like a child, too tenderly"
example_d2669e94,entry_æng0yr,exampleGrp_d2669e92,,,"acū denǵyzmæ, bappar æng˳yr æmæ fyccag cy kæsagyl fæxæst waj, rajs","пойди на море, брось уду и первую рыбу, которая попадется, возьми","go thou to the sea, and cast an hook, and take up the fish that first cometh up"
example_d2670e141,entry_niat,exampleGrp_d2670e139,,,mænæn mæ niat ærgom ū: mæ ūd æmæ mæ fælloj næ adǵyn bæstæn nyvond ū,мое решение ясно: моя душа и мое достояние отданы в жертву моей милой родине,my decision is clear: my soul and my property are sacrificed to my dear homeland
example_d2670e166,entry_niat,exampleGrp_d2670e139,os-x-digor,,"næ ʽj niwwaʒʒænæn ciwavær æj, oj bæræg ænæ rajsgæ, zæǧgæ, mæxecæn isnet kodton","я решил про себя, говоря: не оставлю его, пока не возьму сведений о том, что он такое","I decided to myself, saying: I will not leave him until I get information about what he is"
example_d2670e194,entry_niat,exampleGrp_d2670e139,os-x-digor,,ustur netgondæj Ærgæs rarastæj,с великой решимостью Аргас отправился,Ærgæs went with great determination
example_d2672e102,entry_mæntæg,exampleGrp_d2672e100,os-x-digor,,ragwalʒægi iskʼaxinæ montitæ,ранней весной я выкапывал mont’ы,in early spring I digged out monts
example_d2675e131,entry_æntʼysnæg,exampleGrp_d2675e129,,,ænaxwyr bæstæjy mæ zærdæ æntʼysnæg kæny,в незнакомой стране мое сердце сжимается в тоске,my heart is oppressed by anguish in the foreign country
example_d2675e146,entry_æntʼysnæg,exampleGrp_d2675e129,os-x-digor,,"adæm klubi xurfi isæntʼussæg æncæ; ærbadun næ, fal nillæwwunmæ dær næbal aræxstæncæ","люди теснились в клубе; не только сесть, но и стоять было неудобно",people crowded in the club; it was uncomfortable neither to sit nor to stand
example_d2675e168,entry_æntʼysnæg,exampleGrp_d2675e129,,,"acy ran mæ xærz ʒæǧælæj nywwaʒys, æmæ ænkʼardæj, æntʼysnægæj nal ū mæ ūd","ты здесь оставляешь меня совершенно заброшенную, и от грусти и тоски изнемогает моя душа","you leave me here all neglected, and my heart is aching from the melancholy and sadness"
example_d2678e234,entry_7lǧītyn,exampleGrp_d2678e232,os-x-digor,,"Wadæxezæ…, sæ isælǧista…, sæ kærdagæ kard kud næbal kærda, se ‘xsagæ topp kud nabal æxsa, sæ wajagæ bæx kud næbal waja…","Уадахеза их прокляла, чтобы их острый меч больше не резал, чтобы их меткое ружье больше не попадало, чтобы их резвый конь больше не скакал…","Wadækhezæ cursed them, so that their sharp blade no longer cut, so that their well-aimed gun no longer hit, so that their fast horse no longer run…"
example_d2678e266,entry_7lǧītyn,exampleGrp_d2678e232,,,"æz sæ ne ‘lǧītyn, fælæ sæ X˳ycaw ralǧītæd","я их не проклинаю, но да проклянет их Бог","I do not curse them, but may God curse them"
example_d2678e292,entry_7lǧītyn,exampleGrp_d2678e232,,,fydūsy lǧyst cæwag ū,проклятие злой женщины сбывается,the curse of an evil woman comes true
example_d2678e318,entry_7lǧītyn,exampleGrp_d2678e232,,,je ‘lǧyst wæjygyl ærcydī,его проклятие сбылось на великане,his corse was fulfilled on the giant
example_d2678e343,entry_7lǧītyn,exampleGrp_d2678e232,,,"æz mælyn, fælæ ælǧyst fæū","я умираю, но будь ты проклят","I am dying, but may you be cursed"
example_d2678e369,entry_7lǧītyn,exampleGrp_d2678e232,,,"dy cy leǧwibælas ralǧystaj, ūj bax˳yskʼ īs","смоковница, которую Ты проклял, засохла",the fig tree which thou cursedst is withered away
example_d2678e397,entry_7lǧītyn,exampleGrp_d2678e232,,,k˳yd bacydystūt Alardyjy dūrtæm æd ʒabyrtæ — ralǧītʒæn wæ,как вы (осмелились) подойти в обуви к камням (бога) Аларды? — он проклянет вас,how did you (dare) come in shoes to the stones of the (deity) Alardy? — he will curse you
example_d2678e422,entry_7lǧītyn,exampleGrp_d2678e232,os-x-digor,,æ kʼoxtæ ratudta ælǧisti kʼoxæj,она вырвала свои руки из руки негодяя,she pulled out her hands from the scoundrel’s hand
example_d2678e450,entry_7lǧītyn,exampleGrp_d2678e232,,,ḱyzg æj ralǧysta: qil dūr fest!,девушка его прокляла: обратись в стоячий камень!,the girl cursed him: turn into a still-standing stone!
example_d2678e481,entry_7lǧītyn,exampleGrp_d2678e232,os-x-digor,,rajdajʒænæncæ næ ælǧetun,они станут нас проклинать,they will start cursing us
example_d2678e508,entry_7lǧītyn,exampleGrp_d2678e232,,,"ʒwary læg ælǧīty, æfxæry adæmy","жрец проклинает, попрекает людей","the (pagan) priest curses, reproaches people"
example_d2678e534,entry_7lǧītyn,exampleGrp_d2678e232,,,"walymmæ fækæwa dæ ūd ralǧītæg, calymmæ æz moj ne ‘skænon","пусть до тех пор поплачет проклинатель твоей души (твой враг), пока я не выйду замуж",may the curser of your soul (your enemy) weep until I get married
example_d2678e569,entry_7lǧītyn,exampleGrp_d2678e232,,,dæ balǧītæg aftæ: læg ʒyqmard fæcī,да постигнет твоего ненавистника такая (участь): человек тут же скончался,may your hater (suffer) thus: the man suddenly died
example_d2678e618,entry_7lǧītyn,exampleGrp_d2678e232,,,"ḱyzg ne ‘srazy īs, æmæ jæm jæ fyd ysxæræm īs, ælǧysta jæ","девушка не согласилась, и отец озлился на нее, бранил ее","the girl didn’t agree, and her father became angry at her, scolded her"
example_d2678e643,entry_7lǧītyn,exampleGrp_d2678e232,,,"avd azy k˳y acydī, wæd sæ ælǧyst dær fæcī","когда прошло семь лет, то миновал (срок) проклятия","when seven years passed, the (term) of the curse ended"
example_d2678e693,entry_7lǧītyn,exampleGrp_d2678e232,,,ænæfsarm sælǧysta,он непристойно выругался,he swore shamelessly
example_d2682e86,entry_7rtyccæg,exampleGrp_d2682e84,,,"Tatyræn jæ kʼ˳yrīsær, dyccæg æmæ ʽrtyccæg wydysty æmǧ˳ydy bontæ","понедельник, вторник и среда в (неделю праздника) Тутыр были днями зарока (в эти дни нельзя было трогать друг друга даже кровникам)","Monday, Tuesday and Wednesday in the week of the Tutyr holiday were the days of the vow (in these days, even blood relatives were not allowed to touch each other)"
example_d2682e119,entry_7rtyccæg,exampleGrp_d2682e84,,,"sæǧtæn sæ waryn ræstæg k˳y ʽršæwa, wæd īw mæm ma dær x˳yšawbony æršū, ma dær kʼ˳yrīsæry, ma dær dyččæǵy, ma dær ærtyččæǵy, ma dær šyppæræmy, ma dær majræmbony, ma dær sabaty","когда придет время делить коз, то не приходи ко мне ни в воскресенье, ни в понедельник, ни во вторник, ни в среду, ни в четверг, ни в пятницу, ни в субботу","when the time comes to divide the goats, do not come to me on Sunday, or on Monday, or on Tuesday, or on Wednesday, or Thursday, or on Friday, or on Saturday"
example_d2682e152,entry_7rtyccæg,exampleGrp_d2682e84,,,qūlon sænykk ysnyvond kænūt dælimontæn… īw xærd æj bakænūt ærtyccæg æxsæv,принесите в жертву бесам пестрого козленка; съешьте его зараз в ночь под среду,sacrifice a motley kid to the demons; eat it all at once on Wednesday night
example_d2687e105,entry_kʼwælxun,exampleGrp_d2687e103,,,"wærccæ dær kʼwælxgæ, tælfgæj ostiti ræzti fæccæwuj","перепелка, прихрамывая, вихляя, проходит перед женщинами","quail is passing in front of women, limping, wobbling"
example_d2688e86,entry_cyvzy,exampleGrp_d2688e84,,,mænæn ta raxæssūt færnyǵy xæʒaræj cyvzyǵyn araq,мне же вынесите из благословенного дома араку с красным перцем,and for me take out some araka with red pepper from the blessed house
example_d2688e105,entry_cyvzy,exampleGrp_d2688e84,os-x-digor,,"kʼeretæ, civzgun nard fid…","пироги, жирное мясо с перцем…","pies, fatty meat with pepper…"
example_d2688e127,entry_cyvzy,exampleGrp_d2688e84,os-x-digor,,suǧd kʼæbær fevduldtaj civzʒosi,обгорелый ломоть ты макал в рассол с перцем,you dipped the burnt slice in the pickle with pepper
example_d2692e113,entry_mes,exampleGrp_d2692e111,os-x-digor,,salin mestæltæ,сафьянные носки,morocco socks
example_d2692e140,entry_mes,exampleGrp_d2692e111,,,cʼæx næwwyl xorz byry kʼaxy byn mes,на зеленой мураве хорошо скользит под ногой,on the young grass glides well under the foot
example_d2692e167,entry_mes,exampleGrp_d2692e111,os-x-digor,,"Xaʒi Omar… æ xalat, æ mestæltæ, æ mingij surx xodæ ærkodta","Хаджи-Омар надел халат, чувяки, маленькую красную шапку","Khaji-Omar put on his robe, his shoes, his little red cap"
example_d2694e77,entry_Balsæg,exampleGrp_d2694e75,,,Balsæǵy calx Soslanæn jæ wærǵytæ alyg kodta,колесо Балсага перерезало колени Сослана,Balsæg's wheel cut Soslan's knees
